the_geom,cartodb_id,iso_langua,north,south,east,west
,1,xtw,5.268116,-33.750515,-29.295843,-73.993783
,2,xtv,-9.219502,-54.779045,159.105026,112.919742
,3,xtu,18.117092,18.049612,-96.684966,-96.777726
,4,xtt,17.001151,16.919949,-97.404198,-97.503134
,5,xts,17.064281,16.976674,-97.273995,-97.333299
,6,xtp,17.011151,16.977692,-97.174046,-97.23718
,7,xty,16.853407,16.758355,-98.557286,-98.701278
,8,xte,-3.899029,-4.810372,140.864162,140.021579
,9,xtd,17.402751,17.261497,-97.31295,-97.45935
,10,xtc,11.21399,10.74662,29.80576,29.33533
,11,xtb,18.273103,18.087559,-97.655294,-97.919366
,12,xta,17.505919,17.258084,-98.301918,-98.491838
,13,xtn,17.590372,17.372681,-97.725502,-97.944302
,14,xtm,17.396106,17.143223,-97.47379,-97.608879
,15,xtl,17.260571,17.045743,-97.40611,-97.509456
,16,xtj,17.232671,17.083533,-97.343622,-97.43615
,17,xti,17.282555,17.152909,-97.55355,-97.627302
,18,xth,-9.219502,-54.779045,159.105026,112.919742
,19,wji,11.268019,11.061492,9.69813,9.440363
,20,wja,10.12415,9.75824,11.86018,11.57593
,21,txo,26.856862,26.798496,89.345822,89.286855
,22,txn,-6.159949,-6.774782,134.288736,134.051041
,23,txm,0.672729,0.39571,121.276958,120.502864
,24,txj,13.8885,4.270627,14.678242,2.65011
,25,txi,-11.171559,-11.529214,-53.293459,-53.697606
,26,txe,1.374653,0.739659,121.098429,120.234473
,27,txa,6.711753,5.87748,117.942684,116.915145
,28,txy,-22.90193,-25.199747,47.400664,43.939539
,29,txx,5.618157,5.402361,115.621235,115.411093
,30,txu,-3.643549,-10.128414,-51.05292,-52.928037
,31,txt,-5.312047,-5.87687,139.669037,139.267034
,32,txs,1.624327,1.366123,125.247701,124.859298
,33,txq,-10.800855,-11.009678,123.040135,122.840988
,34,dne,-9.872791,-10.949808,36.666665,35.354399
,35,dnd,-3.282797,-3.315868,141.232586,141.190418
,36,dng,81.859131,35.127668,191.00492,19.639328
,37,bnq,1.599527,1.426058,124.892437,124.802015
,38,dna,-3.891004,-4.011399,139.049814,138.750858
,39,dno,2.596207,2.14415,30.990562,30.45145
,40,dnn,11.443974,10.78623,-4.813338,-5.134918
,41,dni,-4.103826,-4.376001,139.252763,138.732011
,42,dnk,-10.729995,-10.857847,123.053408,122.839887
,43,dnj,8.048472,6.23666,-7.370045,-8.948366
,44,dnu,20.717389,20.620066,96.79698,96.670359
,45,dnt,-3.966906,-4.212992,139.137771,138.752063
,46,dnw,-3.239604,-4.178344,138.82049,137.613304
,47,dnv,21.734541,20.726618,96.794942,96.206869
,48,dnr,-5.501127,-5.576548,145.519108,145.394334
,49,dny,-6.505962,-7.030525,-67.08949,-68.972937
,50,jmx,17.437066,17.106502,-98.07595,-98.343254
,51,jmr,9.26903,8.927649,-1.801432,-2.361612
,52,jms,6.93901,6.892376,10.338479,10.216489
,53,jmw,-7.309926,-7.57146,144.018029,143.635306
,54,jmi,10.77313,10.685269,9.880342,9.743253
,55,jmn,26.02871,25.294542,95.299918,94.811948
,56,jml,30.008462,28.969667,82.588751,81.485868
,57,jmb,10.866619,10.789402,10.02331,9.913287
,58,jmc,-3.076625,-3.517831,37.247949,36.892714
,59,jma,-9.596516,-9.738236,149.741052,149.516692
,60,jmd,-7.395572,-8.154358,131.706663,131.089845
,61,czt,22.204412,21.674159,94.027689,93.288099
,62,czh,53.56005,10.37314,134.774065,73.560763
,63,czn,16.611986,16.408273,-97.34875,-97.562181
,64,czo,53.56005,10.37314,134.774065,73.560763
,65,hod,13.8885,4.270627,14.678242,2.65011
,66,hoe,9.06243,9.03929,8.90072,8.8746
,67,hob,-5.917235,-5.986009,145.930693,145.829619
,68,hoc,22.52416,21.146338,86.708282,85.453236
,69,hoa,-8.04737,-8.282986,157.667032,157.539308
,70,hoo,-5.000078,-5.766984,28.594333,28.060432
,71,hol,-7.723454,-9.270125,17.659395,16.522067
,72,hom,12.235701,3.483664,35.95035,24.150382
,73,hoj,25.816161,24.16791,77.007314,75.370703
,74,hoh,17.389716,16.48093,53.45023,52.510455
,75,hoi,71.388858,18.909894,293.050802,172.436635
,76,hov,1.481266,0.423911,114.170623,112.925939
,77,how,53.56005,10.37314,134.774065,73.560763
,78,hot,-6.872692,-7.216645,147.003087,146.809828
,79,hor,23.446369,7.439332,23.999329,13.468673
,80,hos,10.834666,10.712472,106.734337,106.627114
,81,hop,35.998915,35.525633,-110.143558,-110.926096
,82,hoz,9.57895,9.15653,35.07062,34.53895
,83,hoy,17.888462,16.48533,77.294256,75.683616
,84,fir,9.61179,9.58723,8.68779,8.63816
,85,fip,-6.66807,-8.371225,32.18373,30.427449
,86,fiw,-6.581505,-6.752843,143.760431,143.531622
,87,fit,68.534137,65.765865,24.784806,19.634649
,88,fia,24.564462,19.57264,33.06282,30.1914
,89,fif,17.285152,17.212761,43.145552,43.056146
,90,nme,25.56622,25.363699,93.822969,93.637687
,91,fie,9.419229,9.37137,9.420394,9.342394
,92,fij,71.388858,-54.779045,293.050802,112.919742
,93,fin,83.110626,-54.779045,179.778488,-179.14125
,94,fil,21.120611,4.613444,126.601525,116.931557
,95,mdj,3.742768,1.511949,29.184662,25.706361
,96,mdk,3.171228,2.509164,30.100943,29.370588
,97,mdh,7.233783,6.581433,125.002771,124.016428
,98,mdi,3.463838,2.372261,29.699576,28.272779
,99,mdn,4.20286,3.725452,18.070522,17.435297
,100,mdl,36.08226,35.785807,14.576547,14.182922
,101,mdm,3.288692,2.286868,29.246999,27.574749
,102,mdb,-7.279302,-7.85215,144.087376,143.575093
,103,mdc,-5.48282,-5.529184,145.782138,145.748239
,104,mda,9.43622,8.85006,8.61222,8.12166
,105,mdf,55.142786,53.728866,45.95059,42.17527
,106,mdg,23.446369,7.439332,23.999329,13.468673
,107,mdd,8.233497,4.93948,15.555603,12.629136
,108,mde,23.15433,8.644438,38.761171,20.20256
,109,mdz,-5.788019,-6.067623,-48.376524,-48.799383
,110,mdx,6.438734,5.883569,35.797728,35.109229
,111,mdy,6.10972,5.696511,37.20027,36.79653
,112,mdr,-0.954869,-3.570521,119.51415,118.775141
,113,mds,-9.531207,-10.116658,148.521278,147.937663
,114,mdp,-4.13912,-5.88683,18.6425,17.30197
,115,mdq,0.151544,-1.878,25.14214,22.946453
,116,mdv,17.054515,16.938755,-97.56839,-97.686958
,117,mdw,-0.80576,-1.66523,16.28178,15.05707
,118,mdt,0.222997,-0.916949,15.135192,13.608957
,119,mdu,0.845866,0.237162,15.399372,14.684342
,120,smz,-6.152865,-6.324067,155.477759,155.286651
,121,smy,35.640309,35.462904,53.462078,53.282039
,122,smx,-5.12129,-6.358268,17.91924,16.957251
,123,smw,-8.128435,-9.109927,118.221827,116.715683
,124,smv,18.110521,17.546235,74.998622,74.204721
,125,smu,12.727511,11.996259,103.494317,102.703031
,126,smt,24.63629,24.417224,93.324583,93.13932
,127,sms,71.186152,57.959021,33.184783,4.502363
,128,smr,3.018166,1.976847,97.44372,95.384735
,129,smq,-6.05695,-6.260157,142.362603,142.032794
,130,smp,33.29035,29.489815,35.685532,34.217077
,131,dsn,5.907326,-11.009678,141.019444,95.010796
,132,smn,70.092258,68.662997,28.904895,26.826767
,133,smm,30.447407,26.359772,88.201777,80.050138
,134,sml,5.764167,4.111961,120.965833,117.807486
,135,smk,16.42896,16.221956,120.021985,119.771669
,136,smj,68.266703,66.361534,20.822693,15.511668
,137,dsh,5.175783,4.280549,36.52443,35.655227
,138,smh,53.56005,10.37314,134.774065,73.560763
,139,smg,-4.697255,-4.989204,152.120895,151.744928
,140,smf,-3.270398,-3.374184,141.328283,141.230107
,141,sme,70.886934,67.387317,29.907939,14.192384
,142,dse,53.554437,1.839008,7.226894,-70.063082
,143,smc,-6.034887,-6.109701,146.688737,146.617017
,144,smb,-6.77649,-7.2943,145.793469,145.451255
,145,sma,64.6813,61.767977,16.935764,11.936937
,146,dgn,-9.219502,-54.779045,159.105026,112.919742
,147,dgo,33.174843,31.824997,76.753748,74.663782
,148,sym,13.531034,13.050005,-2.469951,-2.984693
,149,dgr,64.235125,62.272591,-114.032241,-117.384316
,150,atd,7.954921,7.574039,125.744983,125.253425
,151,ate,-5.076885,-5.09925,144.784898,144.765945
,152,atb,53.56005,10.37314,134.774065,73.560763
,153,syr,37.378922,29.057979,48.61311,38.79439
,154,atn,39.780992,25.05871,63.333481,44.032308
,155,ato,6.14056,6.07781,9.7725,9.68389
,156,atl,13.517499,13.360012,123.593877,123.510432
,157,atm,21.12224,4.615556,126.605469,116.928413
,158,atj,48.79859,47.116812,-73.592537,-75.047535
,159,atk,11.393456,10.75812,122.828876,122.168765
,160,ati,6.640534,5.37437,-3.382209,-4.259587
,161,atv,52.856883,50.426624,88.866675,86.194551
,162,atw,71.388858,18.909894,293.050802,172.436635
,163,att,18.520228,18.42831,121.356888,121.241355
,164,atu,6.491234,6.169999,30.746896,30.242128
,165,atr,0.196186,-1.539171,-59.265638,-61.595261
,166,ats,71.388858,18.909894,293.050802,172.436635
,167,atp,18.235911,18.189319,121.399489,121.357723
,168,atq,-2.682961,-2.931808,119.4148,119.084484
,169,atz,16.458389,16.38024,121.709806,121.602554
,170,atx,12.196412,0.62588,-59.808954,-73.351326
,171,aty,-20.134529,-20.253242,169.903377,169.74053
,172,kfv,26.39008,26.056614,90.870535,90.281895
,173,kfw,25.097669,24.949563,94.169787,94.033014
,174,kft,28.200935,27.278453,79.860405,78.075815
,175,kfu,19.336077,18.861341,73.404911,72.994717
,176,kfr,37.083977,-17.129745,77.12006,29.329038
,177,kfs,31.625809,31.112695,76.911399,76.329295
,178,kfp,23.558232,22.857599,84.44982,83.57176
,179,kfq,23.027069,21.55493,78.744236,76.88817
,180,kfz,14.561866,13.577488,-0.68447,-2.535227
,181,kfx,32.25496,31.389478,77.823972,77.054352
,182,kfy,30.808926,28.942135,80.869453,78.885321
,183,kff,18.232273,16.477761,81.940752,80.510471
,184,kfg,12.354412,12.226881,75.522786,75.410887
,185,kfd,12.912555,12.573155,75.304111,75.076061
,186,kfe,11.496354,11.413118,76.900197,76.821738
,187,kfb,20.852345,19.085264,78.635558,77.462859
,188,kfc,18.770719,18.519682,83.789827,83.217854
,189,kfa,12.717844,11.864139,76.248766,75.629762
,190,kfn,6.528255,6.34258,10.19447,10.139379
,191,kfo,8.63039,7.984108,-5.39582,-6.044999
,192,kfl,6.564787,6.54427,10.235846,10.19098
,193,kfm,34.168708,32.503708,51.808223,51.258774
,194,kfj,53.56005,10.37314,134.774065,73.560763
,195,syy,31.303001,31.266474,34.93399,34.897463
,196,kfh,11.932887,11.670215,76.03433,75.792322
,197,kfi,10.612487,9.854003,77.988304,77.212992
,198,xii,-16.963524,-34.835011,32.89055,11.735279
,199,xin,17.817783,13.740206,-88.22885,-92.22454
,200,xir,5.268116,-33.750515,-29.295843,-73.993783
,201,xis,22.199831,21.586326,84.835033,84.029061
,202,xiy,5.268116,-33.750515,-29.295843,-73.993783
,203,nzs,-29.238675,-52.609329,184.014796,165.868341
,204,nzu,-2.161653,-3.125666,15.830678,14.578719
,205,nzz,14.880479,14.760669,-2.984541,-3.069243
,206,nzy,7.984793,7.439332,16.076993,15.495907
,207,nzb,-0.60881,-2.703198,13.642099,11.79532
,208,nza,7.22422,6.625234,10.868361,10.53042
,209,nzd,-3.56426,-4.30813,20.062223,18.53933
,210,nzk,5.676444,4.24226,23.777476,21.773768
,211,nzi,5.446381,4.800171,-2.127943,-3.112292
,212,bne,0.920087,0.609575,123.66548,123.308864
,213,nzm,25.129148,24.844035,92.787572,92.485154
,214,vgt,51.504078,50.691108,6.011133,2.546263
,215,vgr,26.237352,26.076852,68.704694,68.505509
,216,lpx,4.97323,4.55887,32.93027,32.55452
,217,lpo,53.56005,10.37314,134.774065,73.560763
,218,lpn,25.681755,25.376242,95.117165,94.840119
,219,lpe,-3.889777,-4.316581,140.670822,140.191063
,220,lpa,-17.572222,-17.655996,168.243843,168.18751
,221,ztm,16.263076,16.180776,-96.313142,-96.359318
,222,ztl,16.157479,16.002814,-96.056634,-96.22199
,223,ztn,17.079779,17.001017,-96.30147,-96.40083
,224,zte,16.890575,16.847795,-97.168893,-97.213485
,225,ztg,16.049397,15.908074,-96.125062,-96.260286
,226,zty,17.326099,17.251071,-96.156718,-96.239358
,227,ztx,17.027151,16.982346,-96.75145,-96.895282
,228,ztu,16.923457,16.843034,-96.40575,-96.508542
,229,ztt,17.107009,17.081681,-96.875221,-96.899927
,230,ztq,16.469148,16.203216,-96.049294,-96.261718
,231,ztp,16.150671,15.671989,-96.448205,-96.947862
,232,zts,16.874197,16.83173,-96.591245,-96.673011
,233,irx,-3.246117,-3.691406,133.721535,133.359443
,234,iry,13.531155,13.088895,121.003044,120.299024
,235,irr,15.783615,15.633175,106.641199,106.4871
,236,iru,11.338409,10.94493,76.927467,76.624277
,237,xvi,35.501012,35.324155,71.756757,71.298662
,238,iri,9.93363,9.71686,8.736719,8.62057
,239,irk,-3.25077,-4.855431,35.838189,34.78835
,240,irn,-12.341668,-12.982638,-57.384268,-58.07622
,241,ire,-3.347987,-3.855588,135.17763,134.872299
,242,wtw,-2.535472,-2.67069,120.983614,120.811423
,243,cuu,53.56005,10.37314,134.774065,73.560763
,244,cut,17.989619,17.821553,-96.5847,-96.744342
,245,wtf,-5.787505,-5.896381,145.849056,145.59543
,246,wth,-9.219502,-54.779045,159.105026,112.919742
,247,wti,11.36056,9.67729,35.49458,34.10091
,248,wtk,-4.535762,-4.628888,143.072306,142.937328
,249,wtm,28.219906,26.717733,77.703598,76.080163
,250,cur,26.983493,26.929122,87.281055,87.231111
,251,pre,1.694017,1.525814,7.462571,7.327058
,252,prd,39.780992,25.05871,63.333481,44.032308
,253,prg,54.835658,49.002113,24.145811,14.122927
,254,gxx,7.254438,5.811708,-6.978264,-8.286109
,255,frc,31.040416,29.059492,-89.284764,-93.904073
,256,fra,83.113167,-55.058167,180,-180
,257,prc,35.17333,34.982992,69.794141,69.513392
,258,frd,-6.668333,-7.776213,132.008713,130.942512
,259,cdi,21.143535,20.733007,73.720348,73.309563
,260,frs,53.779547,53.09931,7.956877,6.630458
,261,frr,55.056332,54.168756,9.026966,7.860088
,262,frq,-5.691077,-5.719662,146.562373,146.539683
,263,frp,47.297168,44.839672,7.678061,3.756061
,264,prl,-0.038967,-18.350719,-68.650243,-81.330767
,265,fry,83.110626,41.708293,6.360565,-140.999998
,266,rge,41.74942,34.800533,29.645862,19.372642
,267,prn,35.636091,35.247751,71.080576,70.754881
,268,anh,-4.96091,-5.126544,144.961985,144.781357
,269,prh,10.814167,10.585728,124.568889,124.273588
,270,anj,-4.906103,-5.081938,144.860055,144.734946
,271,ant,-9.219502,-54.779045,159.105026,112.919742
,272,rgk,35.674742,6.754215,97.412506,68.186466
,273,anu,8.23957,6.338665,35.14104,33.098585
,274,anv,6.245372,5.74669,9.65337,9.132989
,275,sjr,-4.238447,-4.851431,153.118671,152.676722
,276,rgn,47.091179,35.492707,18.520891,6.627238
,277,anp,26.536238,24.896986,87.810667,86.792237
,278,sjp,26.019959,24.932896,85.238677,83.71553
,279,anq,12.751121,11.692018,92.830605,92.513716
,280,anr,19.826448,19.088658,77.741756,77.010341
,281,tzx,-4.302192,-4.681016,143.746031,143.486847
,282,prr,5.268116,-33.750515,-29.295843,-73.993783
,283,drt,53.21022,52.61447,7.074078,5.956328
,284,tza,-0.984993,-11.761551,40.445207,29.329038
,285,tzh,16.77072,16.475573,-91.451405,-92.518134
,286,tzj,14.823655,14.530282,-91.091941,-91.358998
,287,tzm,51.089314,29.691839,9.560596,-7.148056
,288,tzo,17.016919,16.182773,-92.314534,-92.917022
,289,tzn,-7.65425,-7.82286,126.842568,126.550336
,290,dho,21.083788,20.44757,73.37047,73.083214
,291,dhn,20.940186,20.638138,73.887886,73.619367
,292,dhm,-15.812485,-19.350545,15.035837,11.977724
,293,dhl,-21.646602,-22.698622,115.496185,114.376376
,294,dhi,26.73358,23.448938,88.135498,86.483982
,295,dhg,-11.543056,-12.002301,136.122894,135.572266
,296,dhd,27.820597,25.720178,76.717745,75.143748
,297,prx,34.753414,33.809135,77.296256,75.401485
,298,dhx,-9.219502,-54.779045,159.105026,112.919742
,299,dhw,27.850685,26.79374,86.491584,85.279174
,300,dhv,-20.679129,-21.186942,167.840239,167.011286
,301,dhu,-9.219502,-54.779045,159.105026,112.919742
,302,dhs,-4.772881,-4.85116,38.83726,38.79876
,303,dhr,-9.219502,-54.779045,159.105026,112.919742
,304,drl,-31.453603,-34.060913,144.040352,141.714394
,305,sjl,27.784206,27.334799,92.704979,92.381791
,306,jku,10.24533,9.98217,10.28696,10.01882
,307,drn,-7.06216,-7.174459,128.654623,128.523611
,308,jkp,18.981972,18.501621,97.158136,96.455282
,309,jkr,27.404528,27.350267,92.824821,92.757052
,310,jks,45.522812,20.413539,153.986762,122.933247
,311,jkm,19.123191,18.942235,96.677049,96.520943
,312,jko,-5.766538,-6.088208,142.381033,141.986552
,313,jka,5.907326,-11.009678,141.019444,95.010796
,314,drb,12.578062,12.369161,30.809735,30.546578
,315,drd,30.490723,30.17466,80.457219,80.212903
,316,sjd,69.206701,67.910218,35.247573,32.990068
,317,smd,-9.525861,-10.740895,14.621666,13.486372
,318,hah,-5.417889,-5.76396,154.854147,154.670489
,319,bnz,6.831377,6.801136,10.135802,10.081994
,320,bny,4.087676,2.862199,113.852016,112.548108
,321,bnx,-3.84004,-6.677065,28.33797,26.526329
,322,hal,14.93723,14.437933,107.688226,107.353295
,323,ham,-4.884384,-5.378543,143.027504,142.075465
,324,han,-2.334696,-2.934347,31.209417,30.42018
,325,hao,-5.002708,-5.129722,154.665464,154.515833
,326,bns,26.830495,22.633935,81.424897,77.388687
,327,haa,64.961719,64.005073,-139.257668,-141.590308
,328,hab,21.068721,20.974306,105.878861,105.788948
,329,hac,39.780992,25.05871,63.333481,38.79439
,330,had,-0.885834,-1.296299,134.239263,133.824979
,331,bnv,-2.024986,-2.201722,139.204614,139.029366
,332,bnu,-4.665896,-4.859958,119.892443,119.719401
,333,hag,9.5839,9.088421,-1.466971,-1.820387
,334,bnk,-16.634502,-16.697015,168.187878,168.118104
,335,hay,-0.999721,-2.328929,32.135861,31.090239
,336,bni,11.021175,-1.180118,27.46449,14.414799
,337,bno,13.031944,12.401492,122.099928,121.68043
,338,bnn,23.976015,22.836447,121.342044,120.708637
,339,bnm,3.320333,1.306717,10.095447,9.458866
,340,bnl,11.989089,-1.654068,51.415649,40.995183
,341,hap,-4.311167,-4.426123,139.23083,139.097791
,342,haq,-2.84223,-5.324645,31.372585,29.594978
,343,har,83.113167,9.292583,42.146232,-141.002725
,344,has,54.005978,53.923541,-128.583542,-128.65595
,345,bng,1.328893,0.543007,9.511641,9.302705
,346,hau,37.090088,-5.030147,38.761171,-8.67022
,347,hav,-1.618635,-2.32365,29.122697,28.620701
,348,bnd,-5.390833,-5.674461,133.159059,132.973769
,349,ola,53.56005,10.37314,134.774065,73.560763
,350,old,-3.094081,-3.533149,37.476267,37.195102
,351,ole,27.317443,27.19442,90.572872,90.25708
,352,olk,-15.001769,-15.496697,142.271641,141.914722
,353,olm,7.059369,6.974191,6.073188,5.990779
,354,olo,70.092258,59.764849,33.666191,19.311991
,355,olr,-14.301198,-14.327597,167.451584,167.428417
,356,olu,-13.164699,-17.264392,13.604167,11.831946
,357,umu,71.388858,18.909894,293.050802,172.436635
,358,ump,-13.19437,-13.455055,143.598011,143.369385
,359,ums,0.581749,-0.177799,120.11116,119.604772
,360,umr,-9.219502,-54.779045,159.105026,112.919742
,361,fod,11.175842,4.738857,1.468139,-3.258354
,362,umd,-9.219502,-54.779045,159.105026,112.919742
,363,umg,-9.219502,-54.779045,159.105026,112.919742
,364,uma,45.717196,45.494391,-118.358552,-118.744786
,365,umb,-10.568124,-13.853055,17.421891,12.937246
,366,umm,5.50857,5.234599,8.216945,7.99116
,367,fom,1.010603,0.739688,24.470752,24.158829
,368,umo,5.268116,-33.750515,-29.295843,-73.993783
,369,umn,26.457431,26.110261,95.799943,95.445182
,370,umi,2.396814,2.335576,113.921545,113.862066
,371,foi,-6.237285,-6.667644,143.742269,143.248519
,372,mbl,-16.683097,-17.200013,-40.430402,-41.147842
,373,mbm,-2.369972,-3.1863,13.746362,13.48765
,374,mbn,6.546782,6.117675,-70.664533,-71.869661
,375,mbo,5.35592,4.861779,10.142321,9.71299
,376,soe,-3.442762,-4.160251,22.202754,20.641916
,377,mbi,7.532205,7.042088,125.134671,124.442175
,378,mbj,-0.528364,-1.803695,-65.079272,-67.517882
,379,mbk,-3.089335,-3.150725,142.331345,142.128401
,380,mbd,7.949808,7.663849,126.302675,125.683338
,381,mbe,71.388858,18.909894,293.050802,172.436635
,382,sok,11.746628,11.0694,17.92431,17.36034
,383,soj,39.780992,25.05871,63.333481,44.032308
,384,som,83.113167,-54.779045,179.773499,-179.150556
,385,mba,8.931901,8.161071,125.886621,125.228033
,386,mbb,7.832808,7.509696,125.046645,124.779189
,387,mbc,4.858234,2.643224,-58.887094,-61.782136
,388,soq,-10.020532,-10.334094,149.948552,149.670178
,389,sop,-4.210345,-7.117871,26.941475,21.363253
,390,sos,11.452617,10.997334,-4.485014,-4.840693
,391,sor,9.875308,9.325762,16.93141,16.413861
,392,sou,12.49339,0.859337,119.269555,98.205463
,393,mby,37.083977,23.704593,77.12006,60.873163
,394,sow,-3.338162,-3.477189,141.089892,140.869664
,395,sov,7.348124,4.302646,134.45485,131.947783
,396,soy,10.052947,9.821338,1.499107,1.196795
,397,mbu,9.69338,9.42577,12.447831,12.01637
,398,mbv,10.989714,10.695231,-14.657051,-14.816073
,399,soz,-2.06532,-2.33834,35.99023,35.65284
,400,mbp,11.086665,9.743681,-73.19828,-73.552772
,401,mbq,-9.128571,-9.574196,149.318648,148.610831
,402,mbr,2.774805,2.022635,-70.581906,-71.740331
,403,mbs,6.751135,5.5428,126.59066,125.288446
,404,azj,69.059616,29.37727,87.312668,5.865639
,405,azm,16.545008,16.46186,-97.975252,-98.050494
,406,azn,22.759735,22.413966,-104.75778,-105.245337
,407,azo,5.96729,5.78618,10.31921,10.20397
,408,aza,53.56005,10.37314,134.774065,73.560763
,409,azb,83.113167,18.909894,179.773499,-179.150556
,410,noz,7.086721,6.698361,36.525468,36.237134
,411,aze,39.780992,25.05871,63.333481,44.032308
,412,azg,16.573388,16.46186,-98.009806,-98.083062
,413,azz,20.251197,20.071255,-97.385422,-97.725814
,414,azt,18.039957,17.922774,121.4815,121.391021
,415,khx,-1.391652,-2.126497,28.39783,27.80554
,416,khy,2.320248,-0.334655,25.103625,21.415651
,417,khz,-9.995885,-10.188672,148.389197,147.727696
,418,khp,-3.35702,-3.620175,139.88792,139.49416
,419,khq,16.956116,15.266597,-1.964314,-5.514449
,420,khr,26.482599,21.424255,87.731808,81.414086
,421,khs,-6.474024,-6.961249,143.164592,142.747553
,422,kht,27.640725,24.862833,97.644508,94.473402
,423,khu,-15.09776,-17.390384,17.258913,14.212877
,424,khv,42.452811,42.328583,46.133982,45.926888
,425,khw,38.491126,6.754215,97.412506,60.472619
,426,khh,-2.981011,-3.388003,136.353086,135.810898
,427,khj,9.856794,9.614739,7.85514,7.548322
,428,khk,83.110626,-54.779045,179.778488,-179.14125
,429,khl,-5.488032,-5.575519,149.210624,149.064222
,430,khm,83.110626,-54.779045,179.778488,-179.14125
,431,khn,21.682618,20.809427,74.664072,73.928161
,432,kha,25.88132,24.210606,92.901593,90.954816
,433,khb,53.56005,10.37314,134.774065,73.560763
,434,khc,1.471268,-5.601764,124.353327,103.605722
,435,khd,-8.78071,-8.926719,140.836359,140.658509
,436,khe,-4.994985,-5.431929,140.257374,139.659897
,437,khf,53.56005,10.37314,134.774065,73.560763
,438,khg,53.56005,10.37314,134.774065,73.560763
,439,xkj,39.780992,25.05871,63.333481,44.032308
,440,xkk,14.024528,13.826108,107.318643,107.152837
,441,xki,4.631767,-4.67891,41.901393,33.900095
,442,xkn,2.609638,1.358481,116.590317,115.064215
,443,xko,21.306171,20.600704,101.639083,100.917224
,444,xkl,3.972672,-0.207373,117.204263,113.103406
,445,xkb,9.269303,8.569845,2.128171,1.397237
,446,xkc,36.433451,36.20467,48.168092,48.001195
,447,xka,35.427136,35.404663,72.194866,72.169576
,448,xkf,27.390845,26.800106,91.23568,90.490942
,449,xkg,14.703943,13.304837,-6.693551,-10.176518
,450,xkd,1.204343,0.800831,113.413019,112.930704
,451,xke,0.871674,-0.080616,114.218119,113.308203
,452,xkz,28.052859,27.453868,91.179977,90.78449
,453,xkx,-5.959599,-6.294443,150.025172,149.813351
,454,xky,2.849611,1.905259,115.963593,113.900083
,455,xkr,5.268116,-33.750515,-29.295843,-73.993783
,456,xks,-5.325139,-5.398139,123.186189,123.125754
,457,xkp,36.865163,36.730537,49.440695,49.313324
,458,xkq,-2.606522,-2.663951,122.012911,121.945565
,459,xkv,-20.230052,-26.902256,25.49693,19.99808
,460,xkw,-3.873759,-3.967599,140.499119,140.405101
,461,xkt,10.756824,10.46199,-1.276438,-1.325369
,462,xku,-3.81501,-4.18021,13.63692,12.957598
,463,nxq,53.56005,10.37314,134.774065,73.560763
,464,nxr,-5.18032,-5.720072,141.316122,140.906705
,465,nxx,-2.628678,-2.738846,140.779983,140.694782
,466,nxe,-8.53679,-8.841092,121.513338,121.116424
,467,nxd,1.428183,-2.053315,23.716879,21.529431
,468,nxg,-8.608038,-8.956441,121.1284,120.826089
,469,nxa,-8.626268,-8.836452,126.738617,126.521301
,470,nxl,-3.172513,-3.390676,129.257923,129.037113
,471,nxo,0.444368,-1.064778,13.270065,11.516562
,472,nxn,-9.219502,-54.779045,159.105026,112.919742
,473,nxi,-11.137602,-11.57267,36.411593,35.145132
,474,nxk,25.412185,25.210037,95.271829,94.803864
,475,nlq,26.500011,26.384088,95.237819,95.066023
,476,oss,55.441303,32.311478,87.316531,22.138466
,477,osu,-3.374465,-3.436966,141.925301,141.804777
,478,ost,6.28054,6.17515,9.80639,9.65337
,479,osi,-8.088956,-8.418387,114.402083,114.183519
,480,oso,7.50439,7.351958,6.290398,6.13978
,481,osa,71.388858,18.909894,293.050802,172.436635
,482,nlu,8.32,7.917263,-0.545243,-1.052501
,483,ver,9.310682,8.674112,12.948249,12.35969
,484,vep,61.481586,59.981837,35.695953,34.43084
,485,nlv,18.805128,18.473817,-96.639824,-97.313143
,486,nly,-19.951618,-22.226295,120.691611,118.694408
,487,ved,7.457299,6.894982,81.317442,80.964086
,488,vec,46.672239,-29.623716,29.645862,-118.369036
,489,ven,-20.660158,-23.431947,31.085746,28.90197
,490,veo,71.388858,18.909894,293.050802,172.436635
,491,vel,52.522119,51.994708,6.211256,5.687726
,492,vem,10.870834,10.754733,13.714407,13.6174
,493,lra,1.627721,1.019109,110.205748,109.567604
,494,lrc,34.446395,31.794987,49.231059,46.908474
,495,lrg,-12.329881,-12.598465,131.03453,130.720404
,496,lri,0.40943,0.293889,34.41324,34.096934
,497,lrk,37.083977,23.704593,77.12006,60.873163
,498,lrm,0.26956,0.14032,34.634648,34.457747
,499,lrl,39.780992,25.05871,63.333481,44.032308
,500,lro,11.471749,11.25217,30.47954,30.28519
,501,lrn,-6.286825,-6.321418,134.432485,134.396692
,502,lrr,27.513335,26.845815,87.408093,87.222344
,503,lrt,-8.294403,-8.492643,123.058034,122.737674
,504,lrv,-16.086183,-16.193963,167.448266,167.326794
,505,lrz,-13.722192,-13.726631,167.440872,167.434699
,506,tkv,-5.654632,-5.673347,146.537975,146.507096
,507,tkt,28.682753,28.088471,81.185928,80.750881
,508,nle,0.52944,-0.019762,34.76808,33.909788
,509,tks,36.132298,35.974042,49.755855,49.61498
