the_geom,cartodb_id,iso_langua,north,south,east,west
,3987,mea,6.08952,5.941,9.78018,9.69208
,3988,mec,-14.61313,-14.91159,135.462969,134.277408
,3989,meb,-6.836085,-7.432796,143.961323,143.04962
,3990,mem,-9.219502,-54.779045,159.105026,112.919742
,3991,mel,4.565108,2.015746,114.228431,111.158395
,3992,meo,6.726551,4.12664,101.155594,99.640833
,3993,men,8.589714,6.924741,-10.29865,-12.723763
,3994,mei,15.34589,14.97269,26.49982,26.0002
,3995,meh,17.088061,16.903227,-97.70883,-97.886046
,3996,mek,-7.800158,-8.751312,146.825703,146.347972
,3997,mej,-0.713257,-1.700121,134.13703,133.084163
,3998,meu,-9.03988,-9.82559,147.535285,146.795138
,3999,met,-5.83573,-6.025354,146.931031,146.787338
,4000,mew,10.99964,10.49252,12.00427,11.51724
,4001,mev,7.807777,6.340141,-8.419349,-9.497883
,4002,meq,10.780653,10.714459,14.130673,14.049335
,4003,mep,-15.362424,-17.679436,129.771662,128.005724
,4004,mes,13.309895,12.857478,19.54955,19.004124
,4005,mer,0.66954,-0.159988,38.16218,37.264862
,4006,mey,33.167205,12.307155,25.150231,-17.530446
,4007,mez,45.084255,44.841172,-88.453154,-88.825799
,4008,dry,27.984639,27.572942,84.683525,84.262907
,4009,drq,30.447407,26.359772,88.201777,80.050138
,4010,sjs,34.997512,34.698513,-4.277498,-4.853176
,4011,drs,6.44838,5.969941,38.441801,38.0372
,4012,dru,23.0004,22.688421,121.062301,120.62617
,4013,sjw,36.897213,35.282235,-94.853441,-96.865457
,4014,sjt,81.859131,41.185341,191.00492,19.639328
,4015,sju,71.186152,57.959021,31.168351,4.502363
,4016,dri,11.774322,11.04979,5.612869,4.92762
,4017,sjo,53.56005,10.37314,134.774065,73.560763
,4018,dro,2.779259,2.320186,111.654635,111.39089
,4019,sjm,7.759444,5.878379,118.537221,116.302799
,4020,sjb,3.221241,1.640468,117.657196,116.511163
,4021,drc,39.553278,39.507899,-8.675991,-8.7381
,4022,sja,8.855545,1.077803,-76.707596,-79.016052
,4023,dre,29.60339,28.8357,83.468705,82.749236
,4024,sjg,13.92338,13.502778,22.037448,21.46225
,4025,drg,7.037547,6.391446,117.610728,116.60797
,4026,sje,67.505213,65.542017,19.525419,14.678096
,4027,esk,67.849442,63.799489,-156.815532,-168.953439
,4028,mwb,-3.702653,-3.798307,143.766129,143.618877
,4029,lws,-9.366016,-17.129745,35.917886,32.671445
,4030,lww,-16.579103,-16.842861,168.491205,168.182425
,4031,lwt,-8.482757,-8.634208,122.844529,122.658736
,4032,lwu,53.56005,10.37314,134.774065,73.560763
,4033,lwh,22.839203,22.604122,104.791992,104.527494
,4034,lwo,8.043609,7.111077,28.649328,27.626182
,4035,lwl,19.053748,18.823623,98.891663,98.762469
,4036,lwm,53.56005,10.37314,134.774065,73.560763
,4037,lwa,-6.838633,-8.009522,22.437586,21.28904
,4038,lwg,0.50694,0.22662,34.62342,34.40888
,4039,lwe,-8.218889,-8.429926,123.746896,123.571789
,4040,kgq,-3.824919,-4.975094,137.135115,134.596944
,4041,kgp,-21.66955,-28.639704,-49.011428,-53.943975
,4042,kgs,-29.642153,-30.007281,153.060523,152.765689
,4043,kgr,-0.342604,-0.960814,133.014847,131.805819
,4044,kgu,-4.741045,-4.838981,145.332369,145.23483
,4045,kgt,6.918844,6.910855,11.396542,11.388387
,4046,kgw,-0.680086,-0.921215,132.933123,132.393512
,4047,kgv,-3.399583,-3.511477,132.724557,132.626923
,4048,kgy,53.56005,10.37314,134.774065,73.560763
,4049,kgx,-5.136161,-5.18376,123.068928,123.016095
,4050,kga,8.94788,7.643908,-5.945197,-6.524095
,4051,kgb,0.324777,-0.347863,130.40343,129.851225
,4052,kge,-3.36198,-4.34198,105.017815,104.286682
,4053,kgg,28.510147,27.540065,83.061935,82.384853
,4054,kgf,-6.323606,-6.489073,147.615426,147.449795
,4055,kgi,3.867942,2.633108,101.964691,100.809218
,4056,kgk,-21.794163,-24.013367,-54.238028,-56.545989
,4057,kgj,28.405903,28.31236,82.959164,82.79813
,4058,kgm,5.268116,-33.750515,-29.295843,-73.993783
,4059,kgl,-9.219502,-54.779045,159.105026,112.919742
,4060,kgo,10.73694,10.41446,30.1849,29.72426
,4061,kgn,39.780992,25.05871,63.333481,44.032308
,4062,xhe,30.954144,30.005838,70.594403,69.971152
,4063,xho,-17.780814,-34.387951,30.19516,18.311497
,4064,xhv,17.713605,17.170398,106.320591,105.721919
,4065,yga,-9.219502,-54.779045,159.105026,112.919742
,4066,ygm,-5.72446,-5.751251,146.620453,146.583561
,4067,ygl,-3.476655,-3.545253,142.484143,142.455953
,4068,ygi,-9.219502,-54.779045,159.105026,112.919742
,4069,ygw,-6.918736,-7.292895,146.321191,145.715203
,4070,ygu,-9.219502,-54.779045,159.105026,112.919742
,4071,ygs,-11.753018,-12.546599,136.903268,134.846802
,4072,ygr,-6.223287,-6.446974,145.546263,145.234789
,4073,ygp,53.56005,10.37314,134.774065,73.560763
,4074,dyd,-9.219502,-54.779045,159.105026,112.919742
,4075,ovd,61.660467,61.029604,14.350106,13.187224
,4076,wuv,-1.454424,-1.761205,143.081835,142.824291
,4077,wuu,83.113167,-54.779045,179.773499,-179.150556
,4078,wut,-2.603028,-2.666641,141.205266,141
,4079,wuy,-0.374121,-0.380209,131.253595,131.245682
,4080,wux,-9.219502,-54.779045,159.105026,112.919742
,4081,wub,-14.234156,-15.644531,128.302506,124.733287
,4082,wua,-13.392672,-13.568002,141.649882,141.525192
,4083,wud,7.527994,7.520562,1.128545,1.121186
,4084,wuh,53.56005,10.37314,134.774065,73.560763
,4085,wun,-7.525839,-8.73333,33.41408,32.300036
,4086,wum,-2.088267,-2.57094,12.5142,11.973114
,4087,wul,-4.358972,-4.687215,139.312545,138.69463
,4088,mxz,-8.145117,-8.168586,129.883115,129.861582
,4089,mxx,9.073677,7.760885,-7.069422,-8.246508
,4090,mxy,17.317973,17.109465,-96.936038,-97.093047
,4091,mxv,17.325013,16.805187,-98.082974,-98.61979
,4092,mxw,-9.057343,-9.205529,142.052941,141.595069
,4093,mxt,16.282603,16.177615,-97.777146,-97.906198
,4094,mxu,10.936811,10.840875,14.150096,14.078282
,4095,mxr,3.632992,3.105547,115.162043,114.381113
,4096,mxs,16.986914,16.908017,-97.05775,-97.189558
,4097,mxp,17.03852,16.888499,-96.050542,-96.186599
,4098,mxq,16.977793,16.828265,-95.709854,-95.986974
,4099,mxn,-0.727186,-1.23917,131.861435,130.977845
,4100,mxo,-14.01134,-14.18582,23.44518,23.21927
,4101,mxl,8.648858,7.409921,2.483785,1.116726
,4102,mxm,-4.700321,-5.065488,151.851538,151.111491
,4103,mxj,53.56005,10.37314,134.774065,73.560763
,4104,mxk,-4.229836,-4.309484,144.976697,144.931238
,4105,mxh,4.231954,-1.481266,35.023102,29.568028
,4106,mxf,12.76826,12.194171,15.02336,14.695741
,4107,mxg,-8.441576,-10.612501,19.422517,13.100187
,4108,mxd,1.397187,-0.026704,117.339645,114.828192
,4109,mxe,-17.640435,-17.783403,168.394904,168.156149
,4110,mxb,17.681808,17.547327,-97.839118,-97.96123
,4111,mxc,-17.144713,-19.302536,33.341391,31.940013
,4112,mxa,17.895637,17.763451,-97.99563,-98.11923
,4113,zwa,8.14367,7.86931,38.94166,38.70999
,4114,xut,-9.219502,-54.779045,159.105026,112.919742
,4115,xuu,-16.190259,-34.835011,32.89055,16.4534
,4116,isr,33.29035,29.489815,35.685532,34.26731
,4117,isu,6.799733,6.443235,10.16971,9.763955
,4118,ist,45.095634,44.842247,13.964328,13.62597
,4119,xud,-9.219502,-54.779045,159.105026,112.919742
,4120,isi,6.6925,6.4537,8.85174,8.58441
,4121,xug,27.094642,26.423953,128.327638,127.748664
,4122,iso,5.801492,5.228436,6.504363,5.994997
,4123,isn,-4.05045,-4.21997,34.83151,34.59546
,4124,ism,-1.998297,-2.012052,139.139416,139.131554
,4125,isl,83.110626,18.913684,179.778488,-179.14125
,4126,xul,-9.219502,-54.779045,159.105026,112.919742
,4127,xun,-9.219502,-54.779045,159.105026,112.919742
,4128,xuo,9.351556,7.722463,15.723319,13.389307
,4129,isg,60.845618,-54.779045,159.105026,-10.622498
,4130,ise,47.091179,35.492707,18.520891,6.627238
,4131,isd,18.534038,17.92511,121.391021,120.928783
,4132,fmu,20.512472,20.137979,80.599169,80.2794
,4133,jjr,10.25418,9.92123,9.99465,9.256917
,4134,ukq,5.5417,5.46624,8.02751,7.95559
,4135,jje,45.522812,20.413539,153.986762,122.933247
,4136,gyg,5.7795,5.222699,22.098997,21.842325
,4137,gyf,-9.219502,-54.779045,159.105026,112.919742
,4138,gye,10.39457,10.256287,9.316711,9.214478
,4139,gyd,-16.979114,-17.141554,139.640259,139.394242
,4140,gyb,-4.865682,-5.008126,145.759947,145.614325
,4141,gya,8.47752,1.64304,17.09581,10.03712
,4142,gyo,28.594312,28.456737,84.430878,84.236024
,4143,gyn,71.388858,1.839008,308.379802,172.436635
,4144,gym,9.44138,8.037832,-81.165098,-83.408551
,4145,gyl,6.24911,6.15054,36.771,36.52225
,4146,gyi,3.529156,2.072912,10.981312,9.877414
,4147,gyr,-14.910347,-16.766585,-61.026247,-62.360456
,4148,gyz,13.8885,4.270627,14.678242,2.65011
,4149,gyy,-9.219502,-54.779045,159.105026,112.919742
,4150,tyl,22.771344,22.735242,104.270014,104.229512
,4151,tyn,-5.318489,-5.812002,140.218004,139.606895
,4152,tyh,19.468155,19.244355,104.862731,103.739158
,4153,tyi,-2.6581,-3.366,14.23578,13.09433
,4154,tyj,19.423401,18.236727,105.120993,104.531071
,4155,tye,11.636387,11.51639,3.853434,3.462765
,4156,tya,-5.708302,-5.811798,145.440616,145.290775
,4157,tyx,-3.09916,-3.82096,14.47698,13.36777
,4158,tyy,13.8885,4.270627,14.678242,2.65011
,4159,tyz,23.075084,21.062476,107.858595,104.475723
,4160,tyt,21.415424,21.350939,104.044365,103.970875
,4161,tyu,-20.588529,-22.93491,26.978,25.05359
,4162,tyv,53.56005,10.37314,134.774065,73.560763
,4163,typ,-9.219502,-54.779045,159.105026,112.919742
,4164,tyr,21.371051,5.610065,105.636017,97.343954
,4165,tys,22.308399,22.281734,103.819494,103.791272
,4166,dok,0.977612,0.663533,121.032574,120.382182
,4167,doh,8.718479,8.51523,12.09094,11.893959
,4168,doi,35.674742,6.754215,97.412506,68.186466
,4169,don,-8.922667,-9.233351,147.293363,146.923608
,4170,doo,3.093661,2.651272,30.241222,29.682648
,4171,dol,-7.808299,-7.908007,142.709472,142.602686
,4172,dob,-9.566019,-9.98503,151.295308,150.729747
,4173,doc,53.56005,8.412071,134.774065,73.560763
,4174,doa,-5.947333,-6.107519,144.957245,144.726369
,4175,dof,-10.100237,-10.208073,148.490588,148.381096
,4176,doe,-6.10931,-6.42033,38.62102,38.36555
,4177,doz,6.398471,6.198067,37.66487,37.445868
,4178,dox,5.82392,5.66706,37.305342,37.09804
,4179,doy,8.296039,7.990787,-2.170359,-2.43508
,4180,kuv,-5.153636,-5.598143,132.024715,131.961576
,4181,dor,-9.034869,-9.181891,160.99641,160.802283
,4182,dos,10.74552,9.80165,-3.712029,-4.586568
,4183,dop,9.890258,9.13,2.222979,1.317928
,4184,doq,19.932122,17.470209,-68.322876,-71.999843
,4185,dov,-18.255867,-18.356915,26.724203,26.626188
,4186,dow,8.930153,8.354698,13.353271,12.800252
,4187,dot,10.08233,9.94859,9.53315,9.38836
,4188,kul,9.18477,9.02703,8.90517,8.7033
,4189,bav,6.15965,6.03208,10.47906,10.33568
,4190,baw,6.11,5.96392,10.29065,10.18688
,4191,bau,9.77035,9.43864,10.08681,9.71952
,4192,bar,51.058102,35.492707,18.85742,6.627238
,4193,bas,5.055138,3.353611,11.223811,9.665945
,4194,bap,28.350906,26.698977,92.125,86.894132
,4195,bax,6.1099,4.953283,11.315064,10.42947
,4196,bay,-5.728487,-5.951778,134.814219,134.721384
,4197,baf,4.368204,4.293965,11.076393,11.02138
,4198,bag,5.02785,4.34518,11.70901,11.108034
,4199,bae,12.196412,-33.750515,-29.295843,-73.993783
,4200,bab,12.474117,12.183939,-15.992044,-16.718642
,4201,bac,-6.267223,-7.380079,107.812218,106.054944
,4202,baa,-6.889556,-7.456352,157.646904,156.738788
,4203,ban,-8.061252,-8.849255,116.242977,114.430947
,4204,bao,0.544043,-0.066164,-69.839429,-70.745298
,4205,bal,37.083977,23.704593,77.12006,60.873163
,4206,bam,83.113167,9.554143,15.999672,-141.002725
,4207,baj,-6.600556,-6.784444,134.798611,134.622222
,4208,bak,56.538188,35.127668,87.316531,22.138466
,4209,bah,27.23748,20.911927,-72.712046,-80.352749
,4210,omb,-15.274609,-15.412386,167.993009,167.76131
,4211,oma,42.195014,36.593721,-96.240275,-97.206469
,4212,omg,5.268116,-33.750515,-29.295843,-73.993783
,4213,omi,3.416423,3.064348,30.737108,30.3399
,4214,omo,-4.715888,-4.961437,144.993907,144.844133
,4215,oml,-1.84444,-2.742393,25.898892,24.450393
,4216,omw,-6.494285,-6.696021,146.028885,145.814846
,4217,omu,-0.038967,-18.350719,-68.650243,-81.330767
,4218,omt,4.631767,-4.67891,41.901393,33.900095
,4219,unr,26.680813,21.582012,88.982783,85.259159
,4220,unu,-10.356932,-10.372875,150.284462,150.255642
,4221,unx,22.826073,22.0899,87.019773,86.15085
,4222,unz,-0.702642,-0.957629,119.83866,119.507795
,4223,fng,5.39197,-34.835011,33.712376,11.735279
,4224,una,-6.704382,-6.803962,146.446515,146.282728
,4225,une,6.998584,6.941168,6.195362,6.073188
,4226,ung,-15.095775,-17.478255,128.139348,124.726864
,4227,uni,-0.872239,-11.655327,159.4925,140.842088
,4228,unk,-10.98472,-12.684649,-58.259148,-59.939032
,4229,unm,71.388858,18.909894,293.050802,172.436635
,4230,fni,10.54618,9.88055,19.203009,18.37059
,4231,scg,0.25218,-0.500651,110.72206,109.710664
,4232,mco,17.032763,16.802151,-95.318538,-95.613182
,4233,mcn,10.904492,9.898271,16.153475,14.918762
,4234,mcm,2.222851,2.177503,102.285183,102.202561
,4235,mcl,15.919416,-4.242439,-66.846875,-81.73594
,4236,mck,-13.644942,-16.523827,23.59021,20.625695
,4237,mcj,6.989142,6.974274,11.031881,11.002002
,4238,mci,-6.420919,-6.620732,147.255867,147.018228
,4239,mch,6.487511,1.403583,-63.271002,-67.699374
,4240,mcg,6.17252,5.762649,-67.099382,-67.414127
,4241,mcf,-3.241949,-6.095501,-64.6922,-73.345122
,4242,mce,16.902939,16.653356,-97.493118,-97.70195
,4243,mcd,-8.358178,-11.2811,-69.950071,-72.681342
,4244,mcc,-8.423439,-8.632383,142.859065,142.560608
,4245,glj,10.6184,9.96622,19.71823,19.23061
,4246,mca,-24.777965,-25.174563,-57.126183,-57.612524
,4247,glk,37.658014,36.684159,50.599092,49.070026
,4248,mcz,-5.191742,-5.200343,145.588861,145.570503
,4249,mcy,-6.888861,-7.04194,146.495001,146.266068
,4250,mcx,3.874437,1.872748,16.128813,15.020643
,4251,mcw,11.887669,11.666051,18.435863,18.163938
,4252,mcv,-7.478743,-7.745747,144.109224,143.874155
,4253,mcu,6.721007,6.372202,11.644109,11.143359
,4254,mct,4.50041,4.22245,11.61956,11.27638
,4255,mcs,9.691808,9.338691,14.079998,13.871224
,4256,mcr,-7.041014,-7.358947,146.175827,145.947845
,4257,mcq,-8.960665,-9.292666,148.552943,148.202576
,4258,mcp,4.610867,3.553872,13.594862,12.50111
,4259,slx,-4.907204,-7.886375,23.740532,21.831755
,4260,sly,-5.743611,-7.311071,120.971738,120.392403
,4261,slz,-0.752022,-1.353758,131.052702,130.738068
,4262,slt,22.382113,21.029233,102.869667,101.725264
,4263,slu,-7.944234,-8.345632,131.179382,130.755386
,4264,slv,83.110626,-55.061313,180,-179.999999
,4265,slw,-6.037899,-6.132983,147.630666,147.51846
,4266,slp,7.362929,-8.612217,123.020611,99.640833
,4267,slq,39.780992,25.05871,63.333481,44.032308
,4268,slr,53.56005,10.37314,134.774065,73.560763
,4269,sls,1.471268,1.166584,104.085727,103.605722
,4270,sll,-6.197611,-6.34346,145.091244,144.950701
,4271,slm,6.440555,5.916945,120.876389,120.089167
,4272,sln,71.388858,18.909894,293.050802,172.436635
,4273,slh,71.388858,18.909894,293.050802,172.436635
,4274,sli,54.835658,48.552532,24.145811,12.094039
,4275,slj,1.865506,1.638543,-56.29892,-56.72248
,4276,slk,83.110626,-55.058167,180,-179.999999
,4277,sld,11.241965,10.999374,-2.031298,-2.74972
,4278,sle,12.354966,12.078151,76.574658,76.134779
,4279,slf,46.627041,45.82037,10.175712,8.365237
,4280,slg,4.525084,4.136664,116.678999,116.286014
,4281,akq,-3.530122,-3.579606,141.813904,141.768316
,4282,slc,6.090557,4.742312,-67.379797,-71.511913
,4283,glc,10.77614,10.48227,19.79071,19.36415
,4284,akw,0.349951,-0.573968,16.16752,14.756994
,4285,gle,71.390655,-54.779045,354.565389,112.919742
,4286,akt,-6.202625,-6.317065,150.346465,149.997236
,4287,gly,23.15433,8.644438,38.761171,21.815057
,4288,akh,-6.006951,-6.264779,143.604266,143.351885
,4289,kiz,-9.69668,-10.225715,34.655996,34.310648
,4290,kiy,-2.775232,-3.287542,137.542008,137.037164
,4291,kix,26.315169,25.513165,95.649236,94.9136
,4292,kis,-3.80451,-3.870163,143.996778,143.922887
,4293,kir,81.857361,10.37314,190.997636,10.961622
,4294,kiq,-3.542175,-3.904061,140.446685,139.83645
,4295,kip,28.435241,28.314711,82.659205,82.521385
,4296,kiw,-7.275725,-7.689114,144.83179,144.436957
,4297,kiv,-5.28953,-8.11677,34.28014,33.16222
,4298,kiu,60.845618,38.615829,41.607968,-8.650332
,4299,kit,-8.619876,-9.333176,142.847701,142.213607
,4300,kik,0.41891,-1.38736,37.499988,35.93803
,4301,kij,-8.316976,-8.876667,151.199167,150.292939
,4302,kii,71.388858,18.909894,293.050802,172.436635
,4303,kih,-2.715926,-3.038933,141.358769,141.023165
,4304,kio,35.161253,34.893532,-98.478388,-98.959402
,4305,kin,83.113167,-4.464054,30.899588,-141.002725
,4306,kim,54.389878,53.42109,98.619513,96.829259
,4307,kil,11.062363,10.948212,9.70281,9.577031
,4308,kic,39.763871,27.959769,-95.608883,-101.976144
,4309,kib,11.9941,11.336222,30.679672,29.976993
,4310,kia,9.924113,9.655189,16.046948,15.74023
,4311,kig,-7.448448,-8.447751,139.088069,137.639397
,4312,aka,83.110626,-54.779045,159.105026,-140.999998
,4313,kie,12.19475,10.90953,21.44188,19.70684
,4314,kid,6.65552,6.567258,10.35476,10.27341
,4315,xjb,-9.219502,-54.779045,159.105026,112.919742
,4316,glu,10.26232,9.88833,19.39261,19.0204
,4317,xjt,-9.219502,-54.779045,159.105026,112.919742
,4318,ake,6.990172,4.878862,-59.865897,-61.811521
,4319,akd,5.66753,5.48465,8.187371,7.99767
,4320,yei,13.085575,1.649323,16.190933,8.498874
,4321,yej,33.29035,29.489815,35.685532,34.26731
,4322,yel,-1.463751,-3.109621,23.279419,21.89881
,4323,yea,12.230915,11.710411,76.117959,75.716542
,4324,yec,55.056332,45.82037,17.160688,3.359162
,4325,yee,-4.607898,-4.729467,143.564969,143.474494
,4326,yey,-17.666619,-21.06412,24.9846,21.959221
,4327,yes,9.35221,9.09475,8.13907,7.79365
,4328,yer,9.43102,8.31761,10.43985,9.646901
,4329,yeu,18.958307,10.820201,79.028163,77.084249
,4330,yet,-3.864688,-4.185677,141,140.434589
,4331,yev,-3.439836,-3.492481,142.488524,142.438264
,4332,opt,32.718762,14.530191,-86.710425,-118.369036
,4333,opy,-21.296314,-21.513029,-51.980297,-52.27556
,4334,opa,7.52038,7.25622,6.225371,5.731481
,4335,opm,-5.080538,-5.346528,142.352575,142.010847
,4336,opo,-7.814232,-7.93724,145.787519,145.662114
,4337,opk,-4.793973,-5.087801,140.120908,139.447609
,4338,www,7.010544,6.59516,11.876994,11.604049
,4339,wwr,-9.219502,-54.779045,159.105026,112.919742
,4340,wwa,10.933558,10.281706,2.027455,1.277662
,4341,wwb,-9.219502,-54.779045,159.105026,112.919742
,4342,wwo,-14.316537,-14.372693,167.587807,167.530343
,4343,zuy,13.085575,1.649323,16.190933,8.498874
,4344,zua,13.8885,4.270627,14.678242,2.65011
,4345,zuh,-6.001547,-6.109728,145.321839,145.2748
,4346,zun,35.271649,34.549778,-108.514936,-109.540629
,4347,zul,-9.49193,-31.221399,34.99472,19.999535
,4348,zum,26.885603,26.128134,56.521602,56.302222
,4349,iqu,-3.105576,-3.508258,-73.725859,-74.215066
,4350,xww,-9.219502,-54.779045,159.105026,112.919742
,4351,xwt,-9.219502,-54.779045,159.105026,112.919742
,4352,xwr,-2.346154,-2.762429,138.837459,138.209306
,4353,xwl,6.408968,6.235701,2.444337,1.631642
,4354,xwj,-9.219502,-54.779045,159.105026,112.919742
,4355,xwk,-9.219502,-54.779045,159.105026,112.919742
,4356,xwg,5.47372,5.32474,36.21486,36.12555
,4357,xwd,-9.219502,-54.779045,159.105026,112.919742
,4358,xwe,6.546844,6.30124,2.146941,1.908571
,4359,xwa,-12.585612,-12.645248,-60.730479,-60.8115
,4360,fse,70.092258,59.764849,31.583873,19.311991
,4361,fsl,51.089314,2.112636,9.560596,-61.809984
,4362,fss,63.730991,59.764849,26.967299,20.801671
,4363,ert,-2.555305,-2.840652,138.22712,137.876894
,4364,erw,-2.736177,-2.918792,132.791849,132.618956
,4365,dil,12.155261,11.4351,29.80873,29.468051
,4366,dim,6.43896,5.830621,36.443157,36.222821
,4367,din,12.235701,3.483664,35.95035,24.150382
,4368,dio,9.41949,8.45227,6.82594,5.96573
,4369,dih,33.205307,31.892782,-115.94665,-116.795078
,4370,dii,4.861936,4.776465,11.237595,11.158827
,4371,dij,-7.527015,-7.574167,129.726123,129.658611
,4372,dik,9.625049,6.94304,29.675614,26.36313
,4373,jhi,20.464772,5.31093,105.636017,97.343954
,4374,dif,-27.586552,-29.408067,139.621785,137.187798
,4375,tnr,12.71549,12.491302,-12.27536,-12.542507
,4376,dia,-3.271629,-3.577823,142.394936,142.162503
,4377,dib,7.762986,5.868332,31.67194,28.932327
,4378,dic,6.207784,5.663919,-5.426164,-5.897376
,4379,jhs,29.151057,29.1159,82.584048,82.548891
,4380,dix,-16.241369,-16.38209,167.586488,167.445348
,4381,diy,-4.987153,-5.35363,139.58505,139.323483
,4382,diz,-3.83359,-4.64757,20.124487,18.69706
,4383,diu,-16.885096,-19.253595,22.42487,19.674931
,4384,div,8.291419,-0.703369,73.717005,72.699432
,4385,diw,10.2888,9.545437,30.459963,28.888397
,4386,dip,12.235701,8.91266,33.559438,30.124446
,4387,diq,38.662199,38.577013,39.769013,39.508633
,4388,dir,8.718774,7.500197,11.780719,10.269956
,4389,dis,25.608874,25.299604,93.186165,92.843245
,4390,ruh,25.691902,25.507644,90.910635,90.650908
,4391,cga,-4.252525,-4.312641,143.732083,143.659211
,4392,box,13.278512,10.939823,-2.649076,-4.347788
,4393,boy,11.021175,2.225933,27.46449,14.414799
,4394,hbo,33.29035,29.489815,35.685532,34.26731
,4395,hbn,11.459138,11.14468,30.75311,30.39075
,4396,bop,-5.849251,-5.906311,146.710429,146.664819
,4397,erh,5.263268,5.095299,6.206955,5.876605
,4398,bor,-9.669621,-22.943401,-53.856295,-69.643834
,4399,bos,83.110626,-54.779045,159.105026,-140.999998
,4400,bot,7.524486,7.091465,28.80843,27.829952
,4401,bou,-4.923482,-5.143199,38.851825,38.164001
,4402,bov,7.340466,7.254257,0.489179,0.259073
,4403,bow,-0.872239,-11.655327,159.4925,140.842088
,4404,boh,-3.17692,-3.41261,17.59646,17.31618
,4405,boi,71.388858,18.909894,293.050802,172.436635
,4406,boj,-5.436317,-5.499717,145.769698,145.6912
,4407,bok,3.073058,0.8186,18.109758,17.14211
,4408,bol,11.51984,10.405093,11.66977,10.647272
,4409,bom,9.896132,9.43293,8.96737,8.53559
,4410,bon,-8.918812,-9.190237,143.09394,142.691554
,4411,boo,15.811533,15.387474,-4.170303,-4.361349
,4412,hbu,-8.621918,-8.730977,126.096947,125.977142
,4413,boa,5.268116,-33.750515,-29.295843,-73.993783
,4414,bob,-1.228559,-2.37154,41.566216,40.32912
,4415,bod,83.113167,-54.779045,179.773499,-179.150556
,4416,boe,6.66416,6.55243,10.32858,10.24576
,4417,hbs,46.189442,-52.609329,184.014796,18.847582
,4418,bog,12.69729,12.531406,-7.885449,-8.048277
,4419,aym,-9.669621,-22.943401,-57.420981,-69.643834
,4420,ayl,69.059616,13.061285,56.381752,7.514459
,4421,ayo,-16.530173,-22.168968,-58.08449,-62.494248
,4422,ayn,32.153549,13.973001,55.666726,34.49456
,4423,ayi,5.97354,5.93606,8.193567,8.13619
,4424,ayh,19,-4.67891,52,33.900095
,4425,ayk,7.440951,7.31577,6.41045,6.23899
,4426,aye,7.729879,7.609021,6.04117,5.890481
,4427,ayd,-9.219502,-54.779045,159.105026,112.919742
,4428,ayg,8.369677,8.125784,1.107186,0.833752
,4429,aya,-4.091985,-4.19258,144.868362,144.806485
,4430,ayc,-16.372349,-17.764892,-69.799463,-70.888006
,4431,ayb,6.983399,6.370423,2.432779,1.978271
,4432,ayz,-0.842717,-1.897952,133.088891,132.1041
,4433,ayu,9.161065,9.155572,8.598645,8.593278
,4434,ayt,14.489114,14.406285,120.546959,120.437089
,4435,ayq,-3.914158,-4.002183,142.4902,142.323381
,4436,ayp,69.059616,29.183729,45.416965,5.865435
,4437,ays,13.068287,13.02047,124.196558,124.13224
,4438,ayr,-13.649138,-55.058167,-53.641911,-73.572119
,4439,ood,33.372247,31.184655,-111.263765,-112.804004
,4440,oog,15.865883,15.016441,106.569227,105.925697
,4441,oon,10.897524,10.510874,92.598362,92.376083
,4442,oor,-24.4626,-27.500445,32.030989,28.257856
,4443,fly,-22.123654,-34.835011,32.89055,16.4534
,4444,flr,-2.69371,-3.73201,29.261238,28.77811
,4445,ulw,12.940583,12.894177,-83.531463,-83.602839
,4446,ulu,3.333225,2.865419,117.300308,116.387435
,4447,fli,10.4409,10.192909,13.490547,13.29051
,4448,ulk,-9.570409,-9.948343,144.065,143.754502
,4449,uli,10.090661,9.754363,140.53042,139.655364
,4450,uln,-0.872239,-54.779045,159.4925,112.919742
,4451,fll,10.088042,9.74781,13.837202,13.476289
,4452,ull,35.674742,6.754215,97.412506,68.186466
,4453,fln,-9.219502,-54.779045,159.105026,112.919742
,4454,ulb,6.43934,6.33357,6.5129,6.37111
,4455,ulc,52.50396,51.335674,140.806413,139.78213
,4456,qvj,-3.4364,-3.892904,-79.075756,-79.507257
,4457,ula,10.57921,10.380311,6.676852,6.50593
,4458,ulf,-3.489906,-3.87629,140.600058,140.424833
,4459,idt,-8.611081,-8.890672,126.021561,125.759163
,4460,ule,-21.845777,-55.058167,-53.641911,-73.572119
,4461,idu,7.614188,6.59847,8.19782,7.2274
,4462,tbx,-7.002076,-7.10868,146.59328,146.464353
,4463,bgl,18.414015,17.60562,105.124505,104.165156
,4464,nyx,-9.219502,-54.779045,159.105026,112.919742
,4465,nyy,-9.02167,-10.240021,34.3485,33.428971
,4466,nyr,-9.366016,-9.68874,33.26541,32.943391
,4467,nys,-9.219502,-54.779045,159.105026,112.919742
,4468,nyp,4.231954,-1.481266,35.023102,29.572779
,4469,nyq,33.831787,32.805399,55.210721,53.017668
,4470,nyv,-9.219502,-54.779045,159.105026,112.919742
,4471,nyw,18.336525,13.59171,104.65717,102.032981
,4472,nyt,-9.219502,-54.779045,159.105026,112.919742
,4473,nyu,-15.234213,-17.557896,34.782232,31.236681
,4474,nyj,-0.439789,-1.734001,28.970919,27.66
,4475,nyk,-13.519698,-16.371379,15.502223,12.805613
,4476,nyh,-17.466591,-18.475304,125.609429,123.086739
